k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,0,0,0,0,0,1.1318215625000003,65.625,0
-1,-1,3,0,0,2,9,5.57776884375,67.1875,0
-1,-1,3,0,0,4,9,7.686117828125001,67.8125,0
-1,-1,5,0,0,4,9,12.77584384375,68.359375,0
-1,-1,10,0,0,4,9,25.515868609375,68.828125,0
0,-1,-1,0,0,0,0,0.1518575,53.125,0
1,-1,0,4,0,0,0,0.9264373437500004,64.0625,0
1,0,-1,2,0,0,0,0.4678364062499998,57.03125,0
1,0,-1,4,0,0,0,0.6075071875,60.15625,0
3,-1,3,4,0,2,9,4.137185875,65.703125,0
5,-1,3,4,0,2,9,4.84956525,65.9375,0
-1,-1,0,0,0,0,0,1.1318215625000003,65.625,1
-1,-1,3,0,0,2,9,5.57776884375,67.1875,1
-1,-1,3,0,0,4,9,7.686117828125001,67.8125,1
-1,-1,5,0,0,4,9,12.77584384375,68.359375,1
-1,-1,10,0,0,4,9,25.515868609375,68.828125,1
-1,0,-1,0,0,0,0,0.4988524218749999,54.6875,1
0,-1,-1,0,0,0,0,0.1518575,53.125,1
3,-1,-1,2,0,0,9,0.7664445625,57.10937499999999,1
3,-1,-1,4,0,0,9,1.0298605625,57.34375000000001,1
