k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,0,0,0,0,0,1.1318215625000003,65.625,0
-1,-1,3,0,0,2,9,5.57776884375,67.1875,0
-1,-1,3,0,0,4,9,7.686117828125001,67.8125,0
-1,-1,5,0,0,4,9,12.77584384375,68.359375,0
-1,-1,10,0,0,4,9,25.515868609375,68.828125,0
0,-1,-1,0,0,0,0,0.1518575,53.125,0
1,-1,0,4,0,0,0,1.0741132812500005,63.28125,0
1,-1,3,4,0,2,9,3.85943653125,65.859375,0
1,-1,3,4,0,4,9,5.199672296875,66.25,0
1,0,-1,2,0,0,0,0.4678364062499998,57.03125,0
1,0,-1,4,0,0,0,0.677243125,60.15625,0
1,3,3,4,2,2,9,4.9227069765625,66.015625,0
3,-1,3,4,0,2,9,5.343611734375,66.796875,0
3,-1,3,4,0,4,9,6.9724556875,67.34375,0
5,-1,3,4,0,4,9,7.591207796875,67.421875,0
5,-1,5,4,0,4,9,11.452545890624998,67.890625,0
10,-1,10,4,0,4,9,23.25350165625,68.515625,0
-1,-1,0,0,0,0,0,1.1318215625000003,65.625,1
-1,-1,3,0,0,2,9,5.57776884375,67.1875,1
-1,-1,3,0,0,4,9,7.686117828125001,67.8125,1
-1,-1,5,0,0,4,9,12.77584384375,68.359375,1
-1,-1,10,0,0,4,9,25.515868609375,68.828125,1
-1,0,-1,0,0,0,0,0.4988524218749999,54.6875,1
0,-1,-1,0,0,0,0,0.1518575,53.125,1
3,-1,-1,2,0,0,9,0.7664445625,57.10937499999999,1
3,-1,-1,4,0,0,9,1.0298605625,57.34375000000001,1
