k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,0,0,0,0,0,0.263815918367347,67.3469387755102,0
-1,0,-1,0,0,0,0,0.0366302040816326,36.734693877551024,0
0,-1,-1,0,0,0,0,0.0239755102040816,30.612244897959183,0
1,-1,5,4,0,4,9,1.3216568571428573,71.0204081632653,0
1,-1,10,4,0,4,9,2.6188862448979595,74.28571428571429,0
1,0,-1,2,0,0,0,0.0555951020408163,40.81632653061224,0
1,0,-1,4,0,0,0,0.0576971428571428,42.85714285714285,0
1,1,0,2,2,0,0,0.188190612244898,59.18367346938776,0
1,1,0,2,4,0,0,0.1914514285714286,61.224489795918366,0
1,1,0,4,2,0,0,0.1959734693877551,63.26530612244898,0
1,1,0,4,4,0,0,0.1992767346938776,65.3061224489796,0
1,3,-1,2,2,0,9,0.1209541224489796,48.16326530612245,0
1,3,-1,4,2,0,9,0.1226692244897959,49.79591836734694,0
1,3,-1,4,4,0,9,0.1313226122448979,51.22448979591836,0
1,3,0,4,4,0,9,0.2863496734693878,68.77551020408163,0
1,5,-1,4,2,0,9,0.1846597551020408,51.63265306122449,0
1,10,0,4,4,0,9,0.513783918367347,70.61224489795919,0
1,10,10,4,4,2,9,1.969291918367347,71.63265306122449,0
1,10,10,4,4,4,9,2.2996757551020406,73.06122448979592,0
-1,-1,0,0,0,0,0,0.263815918367347,67.3469387755102,1
-1,-1,5,0,0,4,9,1.7937103265306122,70.61224489795919,1
-1,-1,10,0,0,4,9,3.599644734693878,74.28571428571429,1
-1,0,-1,0,0,0,0,0.0366302040816326,36.734693877551024,1
-1,3,-1,0,2,0,9,0.1259102040816326,44.89795918367346,1
-1,3,-1,0,4,0,9,0.1381782857142857,46.53061224489796,1
-1,5,-1,0,2,0,9,0.2103836734693877,47.3469387755102,1
-1,5,-1,0,4,0,9,0.2302432653061224,49.59183673469387,1
0,-1,-1,0,0,0,0,0.0239755102040816,30.612244897959183,1
