k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,0,0,0,0,0,0.3425669387755102,67.3469387755102,0
-1,-1,5,0,0,4,9,2.3291462448979594,70.61224489795919,0
-1,-1,10,0,0,4,9,4.674165551020408,74.28571428571429,0
-1,0,-1,0,0,0,0,0.059524081632653,36.734693877551024,0
-1,1,0,0,2,0,0,0.2131779591836734,55.10204081632652,0
-1,1,0,0,4,0,0,0.2363877551020408,61.224489795918366,0
0,-1,-1,0,0,0,0,0.0311681632653061,30.612244897959183,0
1,0,-1,2,0,0,0,0.0688734693877551,38.775510204081634,0
1,0,-1,4,0,0,0,0.0763922448979591,40.81632653061224,0
1,1,0,2,2,0,0,0.186138775510204,51.02040816326531,0
1,1,0,4,2,0,0,0.1941244897959183,53.06122448979592,0
1,1,0,4,4,0,0,0.2162751020408163,57.14285714285714,0
1,3,-1,2,2,0,9,0.1443132653061224,41.0204081632653,0
1,3,-1,2,4,0,9,0.1542309387755101,41.42857142857143,0
1,3,-1,4,2,0,9,0.1630327346938775,43.87755102040816,0
1,3,-1,4,4,0,9,0.1744048163265305,44.69387755102041,0
3,-1,0,4,0,0,9,0.3313116530612244,61.632653061224495,0
-1,-1,0,0,0,0,0,0.3425669387755102,67.3469387755102,1
-1,-1,5,0,0,4,9,2.3291462448979594,70.61224489795919,1
-1,-1,10,0,0,4,9,4.674165551020408,74.28571428571429,1
-1,0,-1,0,0,0,0,0.059524081632653,36.734693877551024,1
-1,3,-1,0,2,0,9,0.204604081632653,44.89795918367346,1
-1,3,-1,0,4,0,9,0.2245397142857143,46.53061224489796,1
-1,5,-1,0,2,0,9,0.341873469387755,47.3469387755102,1
0,-1,-1,0,0,0,0,0.0311681632653061,30.612244897959183,1
5,-1,-1,4,0,0,9,0.1861812244897959,37.55102040816326,1
