k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,10,0,0,4,9,3.6098506122448986,69.38775510204081,0
-1,0,-1,0,0,0,0,0.0416359183673469,38.775510204081634,0
-1,1,0,0,2,0,0,0.1882110204081633,59.18367346938776,0
-1,1,0,0,4,0,0,0.2122138775510204,65.3061224489796,0
-1,1,10,0,4,2,9,1.8963751020408164,67.55102040816327,0
-1,1,10,0,4,4,9,2.2888802448979595,68.57142857142857,0
-1,3,-1,0,2,0,9,0.1372035918367347,41.22448979591836,0
-1,3,-1,0,4,0,9,0.1505162448979592,42.24489795918368,0
-1,10,10,0,4,2,9,2.744168653061225,68.77551020408163,0
-1,10,10,0,4,4,9,3.207811387755102,68.9795918367347,0
0,-1,-1,0,0,0,0,0.0302775510204081,14.285714285714285,0
1,1,10,2,4,2,9,1.784561387755102,66.73469387755102,0
1,3,-1,2,2,0,9,0.1484403265306122,41.83673469387755,0
1,3,-1,2,4,0,9,0.1595276734693877,42.6530612244898,0
1,3,-1,4,4,0,9,0.1692464489795918,43.26530612244898,0
-1,-1,0,0,0,0,0,0.2676991836734694,63.26530612244898,1
-1,-1,5,0,0,2,9,1.505965836734694,63.46938775510205,1
-1,-1,5,0,0,4,9,1.8130664897959183,65.3061224489796,1
-1,-1,10,0,0,2,9,3.014805836734694,68.36734693877551,1
-1,-1,10,0,0,4,9,3.6098506122448986,69.38775510204081,1
-1,0,-1,0,0,0,0,0.0416359183673469,38.775510204081634,1
-1,3,-1,0,2,0,9,0.1372035918367347,41.22448979591836,1
-1,3,-1,0,4,0,9,0.1505162448979592,42.24489795918368,1
-1,5,-1,0,2,0,9,0.2288368979591836,45.91836734693878,1
-1,5,-1,0,4,0,9,0.2511258775510204,47.75510204081633,1
0,-1,-1,0,0,0,0,0.0302775510204081,14.285714285714285,1
