k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,0,0,0,0,0,0.2789387755102041,61.224489795918366,0
-1,-1,5,0,0,2,9,1.506567469387755,62.04081632653061,0
-1,-1,5,0,0,4,9,1.8324117142857144,64.08163265306122,0
-1,-1,10,0,0,4,9,3.670560816326531,66.3265306122449,0
-1,0,-1,0,0,0,0,0.0393012244897959,36.734693877551024,0
-1,1,0,0,2,0,0,0.1342436734693877,51.02040816326531,0
-1,1,0,0,4,0,0,0.1577844897959184,55.10204081632652,0
-1,3,0,0,4,0,9,0.2728895918367347,56.12244897959184,0
0,-1,-1,0,0,0,0,0.0257061224489795,20.40816326530612,0
1,1,0,4,2,0,0,0.1255314285714285,40.81632653061224,0
-1,-1,0,0,0,0,0,0.2789387755102041,61.224489795918366,1
-1,-1,5,0,0,2,9,1.506567469387755,62.04081632653061,1
-1,-1,5,0,0,4,9,1.8324117142857144,64.08163265306122,1
-1,-1,10,0,0,4,9,3.670560816326531,66.3265306122449,1
-1,0,-1,0,0,0,0,0.0393012244897959,36.734693877551024,1
-1,3,-1,0,2,0,9,0.1343353469387755,40.40816326530612,1
-1,3,-1,0,4,0,9,0.1477035102040816,41.83673469387755,1
-1,5,-1,0,2,0,9,0.2238138775510204,44.28571428571429,1
-1,5,-1,0,4,0,9,0.2463386122448979,46.326530612244895,1
0,-1,-1,0,0,0,0,0.0257061224489795,20.40816326530612,1
