k1,k2,k3,t1,t2,t3,loop,cost,accuracy
-1,-1,0,0,0,0,0,0.7571986400000003,72.5609756097561
-1,-1,3,0,0,2,9,2.658831648000001,77.07317073170732
-1,-1,3,0,0,4,9,3.1502062240000006,78.17073170731707
-1,-1,5,0,0,2,9,4.4217255280000005,78.65853658536585
-1,-1,5,0,0,4,9,5.242528368,80.42682926829269
-1,-1,10,0,0,2,9,8.851700880000001,80.54878048780488
-1,-1,10,0,0,4,9,10.472714384000001,82.2560975609756
-1,0,-1,0,0,0,0,0.24607659999999995,64.63414634146342
-1,1,0,0,2,0,0,0.3906444900000002,67.6829268292683
-1,1,0,0,4,0,0,0.5245707799999998,69.51219512195121
-1,1,3,0,2,2,9,0.615249794,67.98780487804879
-1,1,3,0,2,4,9,0.6653255780000001,67.98780487804879
-1,1,3,0,4,2,9,0.8705310759999999,70.24390243902438
-1,1,3,0,4,4,9,0.9671163559999998,70.1219512195122
-1,1,5,0,2,2,9,0.824116474,68.23170731707317
-1,1,5,0,2,4,9,0.9089099300000002,68.04878048780488
-1,1,5,0,4,2,9,1.1928672439999997,70.54878048780488
-1,1,5,0,4,4,9,1.3587988119999996,70.24390243902438
-1,1,10,0,2,2,9,1.3587925060000001,68.71951219512195
-1,1,10,0,2,4,9,1.5275536260000004,68.59756097560975
-1,1,10,0,4,2,9,2.0071224439999997,71.46341463414633
-1,1,10,0,4,4,9,2.332709156,71.15853658536585
-1,3,-1,0,2,0,9,0.8138542650000001,69.6341463414634
-1,3,-1,0,4,0,9,0.9707038249999999,72.07317073170731
-1,3,0,0,2,0,9,0.9896062809999999,73.10975609756098
-1,3,0,0,4,0,9,1.137238545,75.2439024390244
-1,3,3,0,2,2,9,1.434613041,74.32926829268293
-1,3,3,0,2,4,9,1.554476345,74.26829268292683
-1,3,3,0,4,2,9,1.5626995369999999,76.03658536585365
-1,3,3,0,4,4,9,1.6877058249999999,75.97560975609755
-1,3,5,0,2,2,9,1.8408743690000002,74.6951219512195
-1,3,5,0,2,4,9,2.0340671930000003,74.57317073170732
-1,3,5,0,4,2,9,1.9531331850000002,76.15853658536585
-1,3,5,0,4,4,9,2.1582514170000002,76.09756097560975
-1,3,10,0,2,2,9,2.875419705,75.42682926829268
-1,3,10,0,2,4,9,3.257836289,75.42682926829268
-1,3,10,0,4,2,9,2.9421203049999995,76.95121951219512
-1,3,10,0,4,4,9,3.3421436650000005,76.95121951219512
-1,5,-1,0,2,0,9,1.3585158649999998,72.1951219512195
-1,5,-1,0,4,0,9,1.6223000849999996,75.42682926829268
-1,5,0,0,2,0,9,1.5261577130000001,74.39024390243902
-1,5,0,0,4,0,9,1.7790629329999996,77.3780487804878
-1,5,3,0,2,2,9,1.949989385,75.85365853658537
-1,5,3,0,2,4,9,2.065122601,75.79268292682927
-1,5,3,0,4,2,9,2.1824076769999996,78.53658536585367
-1,5,3,0,4,4,9,2.303726237,78.47560975609757
-1,5,5,0,2,2,9,2.3326063450000003,76.09756097560975
-1,5,5,0,2,4,9,2.518822441,76.09756097560975
-1,5,5,0,4,2,9,2.5497859409999997,78.59756097560975
-1,5,5,0,4,4,9,2.753305213,78.47560975609757
-1,5,10,0,2,2,9,3.3103946730000002,77.01219512195122
-1,5,10,0,2,4,9,3.6734476490000003,76.95121951219512
-1,5,10,0,4,2,9,3.481301581,79.39024390243902
-1,5,10,0,4,4,9,3.8734637249999992,79.26829268292683
-1,10,-1,0,2,0,9,2.7099993549999994,75.3048780487805
-1,10,-1,0,4,0,9,3.2380326299999997,78.78048780487805
-1,10,0,0,2,0,9,2.8462266990000002,76.40243902439025
-1,10,0,0,4,0,9,3.370436638,79.9390243902439
-1,10,3,0,2,2,9,3.186809227,77.07317073170732
-1,10,3,0,2,4,9,3.2810790509999994,77.07317073170732
-1,10,3,0,4,2,9,3.7068213899999995,80.73170731707317
-1,10,3,0,4,4,9,3.8107902219999996,80.67073170731706
-1,10,5,0,2,2,9,3.4937123949999997,77.13414634146342
-1,10,5,0,2,4,9,3.6454051229999997,77.01219512195122
-1,10,5,0,4,2,9,4.017402166,80.79268292682927
-1,10,5,0,4,4,9,4.1907780059999995,80.60975609756098
-1,10,10,0,2,2,9,4.279892690999999,77.92682926829269
-1,10,10,0,2,4,9,4.579912235,77.8658536585366
-1,10,10,0,4,2,9,4.800973526,81.40243902439025
-1,10,10,0,4,4,9,5.133866878,81.15853658536585
