k1,k2,k3,t1,t2,t3,loop,cost,accuracy
-1,-1,0,0,0,0,0,757.1986400000003,0.725609756097561
-1,-1,3,0,0,2,8,2653.551706666667,0.771680216802168
-1,-1,3,0,0,4,8,3145.918942222222,0.7825203252032521
-1,-1,5,0,0,2,8,4418.956471111112,0.7872628726287263
-1,-1,5,0,0,4,8,5241.523564444444,0.8062330623306233
-1,-1,10,0,0,2,8,8847.846284444444,0.806910569105691
-1,-1,10,0,0,4,8,10470.671493333335,0.825880758807588
-1,0,-1,0,0,0,0,246.07659999999996,0.6463414634146342
-1,1,0,0,2,0,0,294.7878500000001,0.6463414634146342
-1,1,0,0,4,0,0,446.4241399999998,0.6646341463414634
-1,1,3,0,2,2,8,294.7878500000001,0.6463414634146342
-1,1,3,0,2,4,8,294.7878500000001,0.6463414634146342
-1,1,3,0,4,2,8,593.6319088888887,0.6653116531165312
-1,1,3,0,4,4,8,626.4072155555554,0.6639566395663956
-1,1,5,0,2,2,8,294.7878500000001,0.6463414634146342
-1,1,5,0,2,4,8,294.7878500000001,0.6463414634146342
-1,1,5,0,4,2,8,732.2646644444443,0.6666666666666666
-1,1,5,0,4,4,8,788.088833333333,0.6639566395663956
-1,1,10,0,2,2,8,294.7878500000001,0.6463414634146342
-1,1,10,0,2,4,8,294.7878500000001,0.6463414634146342
-1,1,10,0,4,2,8,1086.6850555555554,0.6659891598915989
-1,1,10,0,4,4,8,1197.8858644444442,0.6639566395663956
-1,3,-1,0,2,0,8,813.5728222222223,0.6937669376693767
-1,3,-1,0,4,0,8,970.0923944444444,0.7181571815718156
-1,3,0,0,2,0,8,909.51492,0.7242547425474255
-1,3,0,0,4,0,8,1074.6409899999999,0.7486449864498645
-1,3,3,0,2,2,8,1147.6857466666668,0.7303523035230353
-1,3,3,0,2,4,8,1212.8765377777777,0.7276422764227642
-1,3,3,0,4,2,8,1334.0413277777777,0.755420054200542
-1,3,3,0,4,4,8,1413.0852744444444,0.752710027100271
-1,3,5,0,2,2,8,1361.2065022222223,0.7303523035230353
-1,3,5,0,2,4,8,1468.4155333333335,0.7276422764227642
-1,3,5,0,4,2,8,1570.0217366666664,0.7560975609756098
-1,3,5,0,4,4,8,1695.984252222222,0.7533875338753387
-1,3,10,0,2,2,8,1916.13108,0.7350948509485096
-1,3,10,0,2,4,8,2132.514671111111,0.733739837398374
-1,3,10,0,4,2,8,2176.4526166666665,0.7601626016260163
-1,3,10,0,4,4,8,2421.887354444444,0.7588075880758808
-1,5,-1,0,2,0,8,1358.6252944444445,0.7195121951219512
-1,5,-1,0,4,0,8,1620.3072277777776,0.7520325203252033
-1,5,0,0,2,0,8,1449.325232222222,0.7398373983739837
-1,5,0,0,4,0,8,1704.4628988888885,0.768970189701897
-1,5,3,0,2,2,8,1674.88429,0.744579945799458
-1,5,3,0,2,4,8,1735.9753566666668,0.7432249322493225
-1,5,3,0,4,2,8,1910.739983333333,0.7703252032520326
-1,5,3,0,4,4,8,1973.8595477777776,0.768970189701897
-1,5,5,0,2,2,8,1875.588627777778,0.744579945799458
-1,5,5,0,2,4,8,1976.6064677777779,0.741869918699187
-1,5,5,0,4,2,8,2095.672863333333,0.7710027100271003
-1,5,5,0,4,4,8,2198.2176988888887,0.768970189701897
-1,5,10,0,2,2,8,2396.534743333333,0.7506775067750677
-1,5,10,0,2,4,8,2598.2803166666667,0.7479674796747967
-1,5,10,0,4,2,8,2582.570801111111,0.7771002710027101
-1,5,10,0,4,4,8,2781.001512222222,0.774390243902439
-1,10,-1,0,2,0,8,2709.6481611111108,0.7506775067750677
-1,10,-1,0,4,0,8,3234.7063,0.7865853658536586
-1,10,0,0,2,0,8,2787.73633,0.7615176151761518
-1,10,0,0,4,0,8,3303.873126666667,0.7981029810298104
-1,10,3,0,2,2,8,2982.1527744444443,0.7649051490514905
-1,10,3,0,2,4,8,3035.0061611111105,0.7642276422764227
-1,10,3,0,4,2,8,3473.6439977777777,0.7981029810298103
-1,10,3,0,4,4,8,3522.6180511111106,0.7967479674796748
-1,10,5,0,2,2,8,3152.2272455555553,0.7642276422764227
-1,10,5,0,2,4,8,3240.538863333333,0.7621951219512195
-1,10,5,0,4,2,8,3624.2138555555557,0.7981029810298103
-1,10,5,0,4,4,8,3704.730824444445,0.7953929539295392
-1,10,10,0,2,2,8,3598.683414444444,0.768970189701897
-1,10,10,0,2,4,8,3775.866623333333,0.7676151761517614
-1,10,10,0,4,2,8,4022.8968777777773,0.8021680216802168
-1,10,10,0,4,4,8,4185.435322222223,0.7994579945799458
0,-1,-1,0,0,0,0,87.94192000000001,0.5670731707317073
1,-1,0,2,0,0,0,105.41384000000002,0.5670731707317073
1,-1,0,4,0,0,0,122.47512,0.5670731707317073
1,-1,3,2,0,2,8,105.41384000000002,0.5670731707317073
1,-1,3,2,0,4,8,105.41384000000002,0.5670731707317073
1,-1,3,4,0,2,8,443.2026577777778,0.6287262872628726
1,-1,3,4,0,4,8,506.26375111111116,0.6287262872628726
1,-1,5,2,0,2,8,105.41384000000002,0.5670731707317073
1,-1,5,2,0,4,8,105.41384000000002,0.5670731707317073
