k1,k2,k3,t1,t2,t3,loop,cost,accuracy
-1,-1,0,0,0,0,0,757.1986400000003,0.725609756097561
-1,-1,3,0,0,2,8,2653.551706666667,0.771680216802168
-1,-1,3,0,0,4,8,3145.918942222222,0.7825203252032521
-1,-1,5,0,0,2,8,4418.956471111112,0.7872628726287263
-1,-1,5,0,0,4,8,5241.523564444444,0.8062330623306233
-1,-1,10,0,0,2,8,8847.846284444444,0.806910569105691
-1,-1,10,0,0,4,8,10470.671493333335,0.825880758807588
-1,0,-1,0,0,0,0,246.07659999999996,0.6463414634146342
-1,1,0,0,2,0,0,390.6444900000002,0.676829268292683
-1,1,0,0,4,0,0,535.9861399999998,0.6951219512195121
-1,1,3,0,2,2,8,615.3872011111113,0.6808943089430896
-1,1,3,0,2,4,8,664.9347211111112,0.679539295392954
-1,1,3,0,4,2,8,900.3488688888888,0.7052845528455285
-1,1,3,0,4,4,8,1000.0533577777775,0.7025745257452574
-1,1,5,0,2,2,8,826.3914500000001,0.682249322493225
-1,1,5,0,2,4,8,910.9519211111112,0.679539295392954
-1,1,5,0,4,2,8,1243.776691111111,0.7073170731707317
-1,1,5,0,4,4,8,1415.933633333333,0.7032520325203252
-1,1,10,0,2,2,8,1359.4253433333336,0.6876693766937669
-1,1,10,0,2,4,8,1528.0650233333336,0.6856368563685638
-1,1,10,0,4,2,8,2106.9834555555553,0.7174796747967479
-1,1,10,0,4,4,8,2444.8700155555553,0.7134146341463414
-1,3,-1,0,2,0,8,813.5728222222223,0.6937669376693767
-1,3,-1,0,4,0,8,970.0923944444444,0.7181571815718156
-1,3,0,0,2,0,8,1044.560697777778,0.736449864498645
-1,3,0,0,4,0,8,1302.9999144444444,0.7588075880758808
-1,3,3,0,2,2,8,1639.4480311111113,0.7560975609756098
-1,3,3,0,2,4,8,1801.230848888889,0.755420054200542
-1,3,3,0,4,2,8,2151.6856033333333,0.7825203252032521
-1,3,3,0,4,4,8,2390.2657277777776,0.7838753387533876
-1,3,5,0,2,2,8,2175.1063777777777,0.7608401084010841
-1,3,5,0,2,4,8,2440.8058533333337,0.7601626016260163
-1,3,5,0,4,2,8,2938.556083333334,0.7872628726287263
-1,3,5,0,4,4,8,3337.0029722222225,0.7886178861788617
-1,3,10,0,2,2,8,3542.5837466666667,0.7723577235772358
-1,3,10,0,2,4,8,4061.08532,0.7723577235772358
-1,3,10,0,4,2,8,4913.255941111111,0.7981029810298103
-1,3,10,0,4,4,8,5692.671354444445,0.8014905149051491
-1,5,-1,0,2,0,8,1358.6252944444445,0.7195121951219512
-1,5,-1,0,4,0,8,1620.3072277777776,0.7520325203252033
-1,5,0,0,2,0,8,1622.70557,0.741869918699187
-1,5,0,0,4,0,8,1897.2983744444443,0.7730352303523035
-1,5,3,0,2,2,8,2289.4246633333332,0.7655826558265583
-1,5,3,0,2,4,8,2471.496956666667,0.7642276422764227
-1,5,3,0,4,2,8,2610.3040988888883,0.7926829268292683
-1,5,3,0,4,4,8,2820.102943333333,0.7926829268292683
-1,5,5,0,2,2,8,2901.38781,0.7710027100271003
-1,5,5,0,2,4,8,3200.384334444445,0.771680216802168
-1,5,5,0,4,2,8,3267.1303299999995,0.7974254742547425
-1,5,5,0,4,4,8,3617.673636666667,0.7987804878048781
-1,5,10,0,2,2,8,4445.447934444444,0.7831978319783198
-1,5,10,0,2,4,8,5029.3629388888885,0.7838753387533876
-1,5,10,0,4,2,8,4914.268276666667,0.8102981029810299
-1,5,10,0,4,4,8,5597.802312222222,0.8116531165311653
-1,10,-1,0,2,0,8,2709.6481611111108,0.7506775067750677
-1,10,-1,0,4,0,8,3234.7063,0.7865853658536586
-1,10,0,0,2,0,8,2941.965130000001,0.7540650406504066
-1,10,0,0,4,0,8,3501.6426644444455,0.7852303523035231
-1,10,3,0,2,2,8,3530.171014444444,0.7723577235772358
-1,10,3,0,2,4,8,3693.8878766666658,0.771680216802168
-1,10,3,0,4,2,8,4187.493055555556,0.8062330623306233
-1,10,3,0,4,4,8,4394.181686666667,0.8055555555555556
-1,10,5,0,2,2,8,4068.091743333333,0.7764227642276423
-1,10,5,0,2,4,8,4339.615841111111,0.7764227642276423
-1,10,5,0,4,2,8,4819.763668888889,0.809620596205962
-1,10,5,0,4,4,8,5164.174255555556,0.8102981029810299
-1,10,10,0,2,2,8,5422.341147777778,0.7872628726287263
-1,10,10,0,2,4,8,5951.403503333333,0.787940379403794
-1,10,10,0,4,2,8,6412.462762222222,0.8197831978319783
-1,10,10,0,4,4,8,7082.2246022222225,0.8184281842818428
0,-1,-1,0,0,0,0,87.94192000000001,0.5670731707317073
1,-1,0,2,0,0,0,105.41384000000002,0.5670731707317073
1,-1,0,4,0,0,0,122.47512,0.5670731707317073
1,-1,3,2,0,2,8,573.5290577777779,0.6517615176151762
1,-1,3,2,0,4,8,665.2432444444445,0.6510840108401085
1,-1,3,4,0,2,8,741.5357600000001,0.6808943089430894
1,-1,3,4,0,4,8,864.1924088888888,0.679539295392954
1,-1,5,2,0,2,8,878.9821422222223,0.6531165311653117
1,-1,5,2,0,4,8,1035.2259466666667,0.6531165311653117
