k1,k2,k3,t1,t2,t3,loop,cost,accuracy
-1,-1,0,0,0,0,0,0.7571986400000003,72.5609756097561
-1,-1,3,0,0,2,9,2.658831648000001,77.07317073170732
-1,-1,3,0,0,4,9,3.1502062240000006,78.17073170731707
-1,-1,5,0,0,2,9,4.4217255280000005,78.65853658536585
-1,-1,5,0,0,4,9,5.242528368,80.42682926829269
-1,-1,10,0,0,2,9,8.851700880000001,80.54878048780488
-1,-1,10,0,0,4,9,10.472714384000001,82.2560975609756
-1,0,-1,0,0,0,0,0.24607659999999995,64.63414634146342
-1,1,0,0,2,0,0,0.5686755300000003,72.5609756097561
-1,1,0,0,4,0,0,0.8001990999999998,72.5609756097561
-1,1,3,0,2,2,9,1.2507513860000004,75.79268292682927
-1,1,3,0,2,4,9,1.425483306,75.79268292682927
-1,1,3,0,4,2,9,1.851725796,76.76829268292683
-1,1,3,0,4,4,9,2.13221374,77.01219512195122
-1,1,5,0,2,2,9,1.881035106,76.70731707317073
-1,1,5,0,2,4,9,2.1765775620000003,76.64634146341463
-1,1,5,0,4,2,9,2.823478556000001,78.10975609756098
-1,1,5,0,4,4,9,3.294392516,78.47560975609757
-1,1,10,0,2,2,9,3.4681789940000005,78.17073170731707
-1,1,10,0,2,4,9,4.054274746,78.29268292682927
-1,1,10,0,4,2,9,5.263317452,80.0
-1,1,10,0,4,4,9,6.197075684,80.42682926829269
-1,3,-1,0,2,0,9,0.8138542650000001,69.6341463414634
-1,3,-1,0,4,0,9,0.9707038249999999,72.07317073170731
-1,3,0,0,2,0,9,1.1976390730000004,74.02439024390245
-1,3,0,0,4,0,9,1.5141903290000003,74.63414634146342
-1,3,3,0,2,2,9,2.183090265,77.13414634146342
-1,3,3,0,2,4,9,2.4445040330000003,77.25609756097562
-1,3,3,0,4,2,9,2.9143085209999997,78.53658536585367
-1,3,3,0,4,4,9,3.2903677209999995,78.96341463414635
-1,3,5,0,2,2,9,3.0891116010000004,77.8048780487805
-1,3,5,0,2,4,9,3.5237190490000008,78.17073170731707
-1,3,5,0,4,2,9,4.210759457,79.9390243902439
-1,3,5,0,4,4,9,4.840308465,80.67073170731706
-1,3,10,0,2,2,9,5.369685985000001,79.20731707317074
-1,3,10,0,2,4,9,6.2237917209999996,79.57317073170731
-1,3,10,0,4,2,9,7.460813649,81.76829268292683
-1,3,10,0,4,4,9,8.700392209,82.1951219512195
-1,5,-1,0,2,0,9,1.3585158649999998,72.1951219512195
-1,5,-1,0,4,0,9,1.6223000849999996,75.42682926829268
-1,5,0,0,2,0,9,1.8017921050000005,74.02439024390245
-1,5,0,0,4,0,9,2.2117799649999994,74.02439024390245
-1,5,3,0,2,2,9,2.9396869290000005,77.5609756097561
-1,5,3,0,2,4,9,3.240224617,77.7439024390244
-1,5,3,0,4,2,9,3.725545757,78.35365853658537
-1,5,3,0,4,4,9,4.131195836999999,78.96341463414635
-1,5,5,0,2,2,9,3.985570713,78.29268292682927
-1,5,5,0,2,4,9,4.488212897,78.78048780487805
-1,5,5,0,4,2,9,5.125473693,79.81707317073172
-1,5,5,0,4,4,9,5.802868037,80.67073170731706
-1,5,10,0,2,2,9,6.612759145000001,79.8780487804878
-1,5,10,0,2,4,9,7.596453505,80.18292682926831
-1,5,10,0,4,2,9,8.640483652999999,81.70731707317074
-1,5,10,0,4,4,9,9.974410973000001,82.25609756097562
-1,10,-1,0,2,0,9,2.7099993549999994,75.3048780487805
-1,10,-1,0,4,0,9,3.2380326299999997,78.78048780487805
-1,10,0,0,2,0,9,3.234029147000001,73.41463414634146
-1,10,0,0,4,0,9,3.878865438000002,73.71951219512195
-1,10,3,0,2,2,9,4.573850354999999,77.8048780487805
-1,10,3,0,2,4,9,4.925797643,78.04878048780488
-1,10,3,0,4,2,9,5.516548605999999,78.23170731707317
-1,10,3,0,4,4,9,5.9500772620000015,78.84146341463415
-1,10,5,0,2,2,9,5.807275955,78.78048780487805
-1,10,5,0,2,4,9,6.395802530999998,79.20731707317074
-1,10,5,0,4,2,9,7.030632166000001,79.69512195121952
-1,10,5,0,4,4,9,7.7550986779999995,80.60975609756098
-1,10,10,0,2,2,9,8.905528122999998,80.3658536585366
-1,10,10,0,2,4,9,10.061596443000001,80.54878048780488
-1,10,10,0,4,2,9,10.830206405999999,81.58536585365853
-1,10,10,0,4,4,9,12.258245678000002,82.1951219512195
0,-1,-1,0,0,0,0,0.08794192,56.70731707317073
