k1,k2,k3,t1,t2,t3,loop,cost,accuracy
-1,-1,0,0,0,0,0,0.7571986400000003,72.5609756097561
-1,-1,3,0,0,2,9,2.658831648000001,77.07317073170732
-1,-1,3,0,0,4,9,3.1502062240000006,78.17073170731707
-1,-1,5,0,0,2,9,4.4217255280000005,78.65853658536585
-1,-1,5,0,0,4,9,5.242528368,80.42682926829269
-1,-1,10,0,0,2,9,8.851700880000001,80.54878048780488
-1,-1,10,0,0,4,9,10.472714384000001,82.2560975609756
-1,0,-1,0,0,0,0,0.24607659999999995,64.63414634146342
-1,1,0,0,2,0,0,0.29478785000000013,64.63414634146342
-1,1,0,0,4,0,0,0.38355869999999975,64.63414634146342
-1,1,3,0,2,2,9,0.29478785000000013,64.63414634146342
-1,1,3,0,2,4,9,0.29478785000000013,64.63414634146342
-1,1,3,0,4,2,9,0.38355869999999975,64.63414634146342
-1,1,3,0,4,4,9,0.38355869999999975,64.63414634146342
-1,1,5,0,2,2,9,0.29478785000000013,64.63414634146342
-1,1,5,0,2,4,9,0.29478785000000013,64.63414634146342
-1,1,5,0,4,2,9,0.38355869999999975,64.63414634146342
-1,1,5,0,4,4,9,0.38355869999999975,64.63414634146342
-1,1,10,0,2,2,9,0.29478785000000013,64.63414634146342
-1,1,10,0,2,4,9,0.29478785000000013,64.63414634146342
-1,1,10,0,4,2,9,0.38355869999999975,64.63414634146342
-1,1,10,0,4,4,9,0.38355869999999975,64.63414634146342
-1,3,-1,0,2,0,9,0.8138542650000001,69.6341463414634
-1,3,-1,0,4,0,9,0.9707038249999999,72.07317073170731
-1,3,0,0,2,0,9,0.8599124090000001,71.21951219512195
-1,3,0,0,4,0,9,1.0072228569999997,73.04878048780488
-1,3,3,0,2,2,9,0.9703438730000001,71.21951219512195
-1,3,3,0,2,4,9,0.9986029610000001,71.21951219512195
-1,3,3,0,4,2,9,1.0917795049999999,73.17073170731707
-1,3,3,0,4,4,9,1.114302577,73.10975609756098
-1,3,5,0,2,2,9,1.070521753,71.34146341463415
-1,3,5,0,2,4,9,1.1182476730000004,71.34146341463415
-1,3,5,0,4,2,9,1.1679223849999998,73.17073170731707
-1,3,5,0,4,4,9,1.206202297,73.04878048780488
-1,3,10,0,2,2,9,1.3340708410000002,71.70731707317073
-1,3,10,0,2,4,9,1.4288142810000002,71.76829268292683
-1,3,10,0,4,2,9,1.3748480489999997,73.23170731707317
-1,3,10,0,4,4,9,1.451996857,73.23170731707317
-1,5,-1,0,2,0,9,1.3585158649999998,72.1951219512195
-1,5,-1,0,4,0,9,1.6223000849999996,75.42682926829268
-1,5,0,0,2,0,9,1.398423073,73.35365853658537
-1,5,0,0,4,0,9,1.6636645729999995,76.52439024390245
-1,5,3,0,2,2,9,1.496791497,73.10975609756098
-1,5,3,0,2,4,9,1.522190673,73.17073170731707
-1,5,3,0,4,2,9,1.7629680849999998,76.52439024390245
-1,5,3,0,4,4,9,1.7895836849999995,76.46341463414635
-1,5,5,0,2,2,9,1.579957657,73.17073170731707
-1,5,5,0,2,4,9,1.622680249,73.29268292682927
-1,5,5,0,4,2,9,1.8504979889999995,76.52439024390245
-1,5,5,0,4,4,9,1.895459125,76.46341463414635
-1,5,10,0,2,2,9,1.803763481,73.53658536585365
-1,5,10,0,2,4,9,1.890499977,73.53658536585365
-1,5,10,0,4,2,9,2.0793091649999997,76.76829268292683
-1,5,10,0,4,4,9,2.170654309,76.82926829268293
-1,10,-1,0,2,0,9,2.7099993549999994,75.3048780487805
-1,10,-1,0,4,0,9,3.2380326299999997,78.78048780487805
-1,10,0,0,2,0,9,2.7425432509999994,75.91463414634147
-1,10,0,0,4,0,9,3.2620858459999997,79.32926829268293
-1,10,3,0,2,2,9,2.818809595,75.73170731707317
-1,10,3,0,2,4,9,2.8418872429999995,75.79268292682927
-1,10,3,0,4,2,9,3.3278192939999998,79.26829268292683
-1,10,3,0,4,4,9,3.3483851579999997,79.32926829268293
-1,10,5,0,2,2,9,2.883968227,75.85365853658537
-1,10,5,0,2,4,9,2.922092291,75.85365853658537
-1,10,5,0,4,2,9,3.381671862,79.32926829268293
-1,10,5,0,4,4,9,3.414665086,79.39024390243902
-1,10,10,0,2,2,9,3.0609164269999996,76.03658536585365
-1,10,10,0,2,4,9,3.1354542749999994,75.97560975609755
-1,10,10,0,4,2,9,3.527924078,79.57317073170731
-1,10,10,0,4,4,9,3.5958697579999996,79.45121951219512
