k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,10,0,0,2,9,18.67224290625,67.109375,0
0,-1,-1,0,0,0,0,0.15919625,55.46875,0
1,-1,3,4,0,2,9,3.119066671875,63.28125,0
1,-1,5,4,0,2,9,4.9178461406250005,64.375,0
1,0,-1,2,0,0,0,0.4654584374999999,59.375,0
1,0,-1,4,0,0,0,0.6302700781249995,60.9375,0
1,1,3,4,4,2,9,2.403691609375,62.42187500000001,0
1,1,5,4,4,2,9,3.36424334375,63.4375,0
3,-1,0,2,0,0,9,1.5230769531249997,61.5625,0
3,-1,0,4,0,0,9,1.7729005937499998,62.34375,0
3,-1,3,4,0,2,9,4.258355140625,63.98437500000001,0
5,-1,0,4,0,0,9,2.482123328125001,63.20312500000001,0
5,-1,3,4,0,2,9,5.003063375,64.765625,0
5,-1,3,4,0,4,9,6.256127062500001,64.84375,0
5,-1,5,4,0,2,9,7.1668494375,65.625,0
5,-1,10,4,0,2,9,12.606309578125002,66.25,0
10,-1,5,4,0,2,9,8.844863046875,66.015625,0
10,-1,10,4,0,2,9,14.213821,66.40625,0
-1,-1,0,0,0,0,0,1.254073437499999,60.9375,1
-1,-1,3,0,0,2,9,5.62739084375,63.671875,1
-1,-1,3,0,0,4,9,7.696179265625,64.0625,1
-1,-1,5,0,0,2,9,9.350961171874996,65.390625,1
-1,-1,5,0,0,4,9,12.762140093750002,65.546875,1
-1,-1,10,0,0,2,9,18.67224290625,67.109375,1
-1,0,-1,0,0,0,0,0.5374877343750001,57.03125,1
0,-1,-1,0,0,0,0,0.15919625,55.46875,1
3,-1,-1,2,0,0,9,0.7633392499999999,57.578125,1
3,-1,-1,4,0,0,9,1.0293820000000002,58.4375,1
