k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,0,-1,0,0,0,0,0.5374877343750001,57.03125,0
-1,1,0,0,2,0,0,1.589771640624999,63.28125,0
-1,1,3,0,2,2,9,4.098946296875001,63.828125,0
-1,1,5,0,2,2,9,6.259576890625,64.921875,0
-1,1,10,0,2,2,9,11.70040740625,65.9375,0
-1,3,10,0,2,2,9,18.064619679687503,67.109375,0
-1,3,10,0,4,2,9,20.0940630625,67.34375,0
0,-1,-1,0,0,0,0,0.15919625,55.46875,0
1,-1,0,2,0,0,0,1.1413049999999998,60.9375,0
1,-1,3,2,0,2,9,4.1227000625,64.0625,0
1,-1,5,2,0,2,9,6.67702496875,65.78125,0
1,-1,5,2,0,4,9,9.012883250000002,65.859375,0
1,-1,10,2,0,2,9,13.0736289375,66.875,0
1,0,-1,2,0,0,0,0.6189175781249999,59.375,0
1,1,0,2,2,0,0,1.445259609375,61.71875,0
1,1,5,2,2,2,9,5.3180024687500005,64.453125,0
1,1,5,2,4,2,9,6.579478234375,65.078125,0
3,-1,10,4,0,2,9,17.92309453125,67.03125,0
3,3,10,4,4,2,9,19.8441835078125,67.265625,0
5,-1,10,4,0,2,9,19.212986625000003,67.1875,0
5,3,10,4,4,2,9,21.063510484375,67.421875,0
-1,-1,0,0,0,0,0,1.254073437499999,60.9375,1
-1,-1,3,0,0,2,9,5.62739084375,63.671875,1
-1,-1,3,0,0,4,9,7.696179265625,64.0625,1
-1,-1,5,0,0,2,9,9.350961171874996,65.390625,1
-1,-1,5,0,0,4,9,12.762140093750002,65.546875,1
-1,-1,10,0,0,2,9,18.67224290625,67.109375,1
-1,0,-1,0,0,0,0,0.5374877343750001,57.03125,1
0,-1,-1,0,0,0,0,0.15919625,55.46875,1
3,-1,-1,2,0,0,9,0.7633392499999999,57.578125,1
3,-1,-1,4,0,0,9,1.0293820000000002,58.4375,1
