k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,0,0,0,0,0,1.254073437499999,60.9375,0
-1,1,0,0,4,0,0,1.8507442187499992,62.5,0
-1,1,5,0,4,2,9,6.388470562499999,65.0,0
0,-1,-1,0,0,0,0,0.15919625,55.46875,0
1,-1,3,4,0,2,9,4.02298225,63.98437500000001,0
1,-1,3,4,0,4,9,5.318410359374999,64.0625,0
1,-1,5,4,0,2,9,6.417919921875,65.546875,0
1,-1,5,4,0,4,9,8.560149625000001,65.703125,0
1,0,-1,2,0,0,0,0.4654584374999999,59.375,0
1,1,5,4,2,2,9,3.617903718749999,63.046875,0
1,1,5,4,4,2,9,5.360151999999999,64.140625,0
3,-1,0,2,0,0,9,1.8375329374999996,61.71875,0
3,-1,3,4,0,2,9,5.848260609375001,64.296875,0
3,-1,10,4,0,2,9,16.998118453125002,67.03125,0
3,1,0,4,4,0,9,2.6936232109375,62.81250000000001,0
3,3,10,4,2,2,9,17.6778104921875,67.109375,0
5,-1,5,4,0,2,9,9.919671359374998,65.9375,0
5,-1,10,4,0,2,9,18.07043646875,67.421875,0
5,1,0,4,4,0,9,3.4309360234375035,62.890625,0
5,3,5,4,2,2,9,11.3223417421875,66.40625,0
5,3,5,4,2,4,9,14.0011543984375,66.640625,0
5,3,10,4,2,2,9,18.653685710937506,67.65625,0
-1,-1,0,0,0,0,0,1.254073437499999,60.9375,1
-1,-1,3,0,0,2,9,5.62739084375,63.671875,1
-1,-1,3,0,0,4,9,7.696179265625,64.0625,1
-1,-1,5,0,0,2,9,9.350961171874996,65.390625,1
-1,-1,5,0,0,4,9,12.762140093750002,65.546875,1
-1,-1,10,0,0,2,9,18.67224290625,67.109375,1
-1,0,-1,0,0,0,0,0.5374877343750001,57.03125,1
0,-1,-1,0,0,0,0,0.15919625,55.46875,1
3,-1,-1,2,0,0,9,0.7633392499999999,57.578125,1
3,-1,-1,4,0,0,9,1.0293820000000002,58.4375,1
