k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
0,-1,-1,0,0,0,0,0.15919625,55.46875,0
1,-1,3,4,0,2,9,3.119066671875,63.28125,0
1,-1,5,4,0,2,9,4.9178461406250005,64.375,0
1,0,-1,2,0,0,0,0.4654584374999999,59.375,0
1,0,-1,4,0,0,0,0.6302700781249995,60.9375,0
1,1,5,4,2,2,9,2.9462122343749995,63.20312500000001,0
1,1,5,4,4,2,9,3.36424334375,63.4375,0
3,-1,0,2,0,0,9,1.6472221093749997,62.109375,0
3,-1,0,4,0,0,9,2.018026421875,63.046875,0
3,-1,3,2,0,2,9,4.637362328125,63.74999999999999,0
3,-1,3,4,0,2,9,5.355881265624999,64.609375,0
3,-1,5,4,0,2,9,8.217043953125,65.703125,0
3,1,5,4,2,2,9,4.688590929687501,64.21875,0
3,3,3,4,2,2,9,6.204009078125002,65.0,0
3,3,3,4,2,4,9,7.408649843750001,65.078125,0
3,3,5,4,2,2,9,8.329100078125,66.015625,0
3,3,10,4,2,2,9,13.663627359375004,66.875,0
5,-1,3,4,0,2,9,5.968708937500001,64.765625,0
5,3,5,4,2,2,9,8.9986515078125,66.09375,0
10,-1,5,4,0,2,9,10.47282346875,66.25,0
10,-1,10,4,0,2,9,17.468091984375004,67.109375,0
10,3,10,4,2,2,9,16.145243843750002,66.953125,0
-1,-1,0,0,0,0,0,1.254073437499999,60.9375,1
-1,-1,3,0,0,2,9,5.62739084375,63.671875,1
-1,-1,3,0,0,4,9,7.696179265625,64.0625,1
-1,-1,5,0,0,2,9,9.350961171874996,65.390625,1
-1,-1,5,0,0,4,9,12.762140093750002,65.546875,1
-1,-1,10,0,0,2,9,18.67224290625,67.109375,1
-1,0,-1,0,0,0,0,0.5374877343750001,57.03125,1
0,-1,-1,0,0,0,0,0.15919625,55.46875,1
3,-1,-1,2,0,0,9,0.7633392499999999,57.578125,1
3,-1,-1,4,0,0,9,1.0293820000000002,58.4375,1
