k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,0,0,0,0,0,1.254073437499999,60.9375,0
-1,-1,3,0,0,2,9,5.62739084375,63.671875,0
-1,-1,3,0,0,4,9,7.696179265625,64.0625,0
-1,-1,5,0,0,2,9,9.350961171874996,65.390625,0
-1,-1,5,0,0,4,9,12.762140093750002,65.546875,0
-1,-1,10,0,0,2,9,18.67224290625,67.109375,0
-1,0,-1,0,0,0,0,0.5374877343750001,57.03125,0
0,-1,-1,0,0,0,0,0.15919625,55.46875,0
3,-1,-1,2,0,0,9,0.7633392499999999,57.578125,0
3,-1,0,2,0,0,9,1.0580780625,59.609375,0
3,0,-1,2,0,0,9,0.8658069921874999,59.21875,0
3,0,-1,4,0,0,9,1.1187081249999995,59.84374999999999,0
5,-1,0,4,0,0,9,1.9862729687500005,61.5625,0
5,-1,3,4,0,2,9,2.715736203125,61.953125,0
5,-1,3,4,0,4,9,3.1014787343750005,62.03125000000001,0
5,-1,5,4,0,2,9,3.35075175,62.18749999999999,0
5,0,-1,4,0,0,9,1.815909859375,61.328125,0
-1,-1,0,0,0,0,0,1.254073437499999,60.9375,1
-1,-1,3,0,0,2,9,5.62739084375,63.671875,1
-1,-1,3,0,0,4,9,7.696179265625,64.0625,1
-1,-1,5,0,0,2,9,9.350961171874996,65.390625,1
-1,-1,5,0,0,4,9,12.762140093750002,65.546875,1
-1,-1,10,0,0,2,9,18.67224290625,67.109375,1
-1,0,-1,0,0,0,0,0.5374877343750001,57.03125,1
0,-1,-1,0,0,0,0,0.15919625,55.46875,1
3,-1,-1,2,0,0,9,0.7633392499999999,57.578125,1
3,-1,-1,4,0,0,9,1.0293820000000002,58.4375,1
