k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,0,0,0,0,0,1.254073437499999,60.9375,0
-1,-1,5,0,0,2,9,9.350961171874996,65.390625,0
-1,-1,5,0,0,4,9,12.762140093750002,65.546875,0
-1,-1,10,0,0,2,9,18.67224290625,67.109375,0
0,-1,-1,0,0,0,0,0.15919625,55.46875,0
1,0,-1,4,0,0,0,0.5272692968749999,57.8125,0
3,-1,0,2,0,0,9,1.30600775,61.328125,0
3,-1,0,4,0,0,9,1.5553896249999997,62.34375,0
3,-1,3,2,0,2,9,3.089731125,62.96874999999999,0
3,-1,3,4,0,2,9,3.286533875,63.35937499999999,0
3,-1,5,4,0,2,9,4.785796250000001,64.140625,0
3,0,-1,2,0,0,9,0.9744267265624996,59.921875,0
3,0,-1,4,0,0,9,1.235223249999999,60.78125,0
5,-1,3,4,0,2,9,3.9714595,63.98437500000001,0
5,-1,5,4,0,2,9,5.454647015625,64.765625,0
5,-1,10,4,0,2,9,9.1631973125,65.15625,0
5,1,5,4,4,2,9,3.8238482421874993,63.59375000000001,0
10,-1,5,4,0,2,9,7.137556109375001,64.921875,0
-1,-1,0,0,0,0,0,1.254073437499999,60.9375,1
-1,-1,3,0,0,2,9,5.62739084375,63.671875,1
-1,-1,3,0,0,4,9,7.696179265625,64.0625,1
-1,-1,5,0,0,2,9,9.350961171874996,65.390625,1
-1,-1,5,0,0,4,9,12.762140093750002,65.546875,1
-1,-1,10,0,0,2,9,18.67224290625,67.109375,1
-1,0,-1,0,0,0,0,0.5374877343750001,57.03125,1
0,-1,-1,0,0,0,0,0.15919625,55.46875,1
3,-1,-1,2,0,0,9,0.7633392499999999,57.578125,1
3,-1,-1,4,0,0,9,1.0293820000000002,58.4375,1
