k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
0,-1,-1,0,0,0,0,0.170275625,63.28125,0
1,-1,0,4,0,0,0,1.0358857812500004,67.96875,0
1,0,-1,4,0,0,0,0.6471414843749999,65.625,0
1,1,0,4,4,0,0,1.3558503906250006,68.75,0
3,-1,0,2,0,0,9,1.586149765625,69.296875,0
3,-1,0,4,0,0,9,1.9542071249999995,69.6875,0
5,-1,0,2,0,0,9,2.143726828124999,69.921875,0
10,-1,0,2,0,0,9,3.4197227812499995,70.0,0
-1,-1,0,0,0,0,0,1.21395390625,67.96875,1
0,-1,-1,0,0,0,0,0.170275625,63.28125,1
3,-1,-1,4,0,0,9,1.0277254375,63.98437500000001,1
