k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,0,0,0,0,0,1.21395390625,67.96875,0
0,-1,-1,0,0,0,0,0.170275625,63.28125,0
1,-1,0,4,0,0,0,1.1620143750000005,67.1875,0
1,0,-1,4,0,0,0,0.7063769531249998,64.84375,0
1,1,0,2,2,0,0,1.007769375,65.625,0
3,-1,0,2,0,0,9,1.776902359375,69.0625,0
5,-1,0,2,0,0,9,2.271261859375,69.53125,0
5,3,0,2,2,0,9,4.2204911250000015,69.765625,0
5,5,0,2,4,0,9,6.696983875000001,69.921875,0
-1,-1,0,0,0,0,0,1.21395390625,67.96875,1
0,-1,-1,0,0,0,0,0.170275625,63.28125,1
3,-1,-1,4,0,0,9,1.0277254375,63.98437500000001,1
