k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,0,0,0,0,0,0.1162659375,52.34375,0
-1,-1,3,0,0,2,9,0.59867221875,54.140625,0
-1,-1,3,0,0,4,9,0.8314532500000003,55.234375,0
-1,-1,5,0,0,2,9,0.996839609375,56.56250000000001,0
-1,-1,5,0,0,4,9,1.3845204531250002,57.34375000000001,0
-1,0,-1,0,0,0,0,0.01696,39.0625,0
-1,3,-1,0,2,0,9,0.0806615,41.25,0
-1,3,-1,0,4,0,9,0.10096075,41.796875,0
-1,3,0,0,2,0,9,0.0806615,41.25,0
-1,3,0,0,4,0,9,0.10096075,41.796875,0
-1,3,3,0,2,2,9,0.0806615,41.25,0
-1,3,3,0,2,4,9,0.0806615,41.25,0
-1,3,3,0,4,2,9,0.10096075,41.796875,0
-1,3,3,0,4,4,9,0.10096075,41.796875,0
-1,3,5,0,2,2,9,0.0806615,41.25,0
-1,3,5,0,2,4,9,0.0806615,41.25,0
-1,3,5,0,4,2,9,0.10096075,41.796875,0
-1,3,5,0,4,4,9,0.10096075,41.796875,0
-1,3,10,0,2,2,9,0.0806615,41.25,0
-1,3,10,0,2,4,9,0.0806615,41.25,0
-1,3,10,0,4,2,9,0.10096075,41.796875,0
-1,3,10,0,4,4,9,0.10096075,41.796875,0
0,-1,-1,0,0,0,0,0.012496875,32.03125,0
-1,-1,0,0,0,0,0,0.1162659375,52.34375,1
-1,-1,3,0,0,2,9,0.59867221875,54.140625,1
-1,-1,3,0,0,4,9,0.8314532500000003,55.234375,1
-1,-1,5,0,0,2,9,0.996839609375,56.56250000000001,1
-1,-1,5,0,0,4,9,1.3845204531250002,57.34375000000001,1
-1,0,-1,0,0,0,0,0.01696,39.0625,1
-1,3,-1,0,2,0,9,0.0806615,41.25,1
-1,3,-1,0,4,0,9,0.10096075,41.796875,1
0,-1,-1,0,0,0,0,0.012496875,32.03125,1
