k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,1,0,0,2,0,0,1.3870464843749994,64.84375,0
-1,1,3,0,2,2,9,3.531719421875,66.171875,0
-1,1,5,0,2,2,9,5.381473234374999,66.953125,0
-1,1,10,0,2,2,9,9.995607,68.046875,0
0,-1,-1,0,0,0,0,0.1634949999999999,57.8125,0
1,-1,0,2,0,0,0,1.0152270312500002,61.71875,0
1,0,-1,2,0,0,0,0.5579706249999998,60.9375,0
1,1,0,2,2,0,0,1.252877578125,64.0625,0
1,1,5,2,2,2,9,4.668429078125,66.640625,0
1,5,-1,2,2,0,9,2.7892961875,65.78125,0
3,1,0,2,2,0,9,1.9315056953125005,65.15625,0
3,1,0,4,2,0,9,2.2606637890625008,65.46875,0
3,1,3,2,2,2,9,3.960390960937501,66.328125,0
3,1,3,4,2,2,9,4.356120429687501,66.5625,0
3,1,3,4,2,4,9,5.301760320312502,66.71875,0
3,1,5,4,2,2,9,6.160047820312501,67.265625,0
3,1,10,4,2,2,9,10.6627664921875,68.359375,0
3,1,10,4,2,4,9,13.8304423984375,68.4375,0
-1,-1,0,0,0,0,0,1.187538125,61.71875,1
-1,-1,5,0,0,2,9,9.114319046875,66.40625,1
-1,-1,10,0,0,2,9,18.16992834375,68.046875,1
-1,-1,10,0,0,4,9,24.556227453125,68.125,1
-1,3,-1,0,2,0,9,2.4577148671875,63.20312500000001,1
-1,5,-1,0,2,0,9,4.098236765625,65.546875,1
0,-1,-1,0,0,0,0,0.1634949999999999,57.8125,1
