k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,10,0,0,2,9,18.16992834375,68.046875,0
-1,-1,10,0,0,4,9,24.556227453125,68.125,0
-1,3,10,0,4,4,9,15.052316468750002,67.421875,0
0,-1,-1,0,0,0,0,0.1634949999999999,57.8125,0
1,0,-1,2,0,0,0,0.4593784375,60.9375,0
1,1,0,2,2,0,0,0.9082576562500002,62.5,0
1,1,0,2,4,0,0,1.0256134375000003,63.28125,0
1,1,5,2,4,2,9,3.1533009375,66.40625,0
1,1,10,4,4,2,9,5.546511203125,66.875,0
1,1,10,4,4,4,9,7.195937828125,67.109375,0
1,3,-1,2,2,0,9,1.2450980546875,64.140625,0
1,5,-1,2,2,0,9,1.8982672890625,65.625,0
1,5,-1,4,2,0,9,2.02575803125,65.703125,0
-1,-1,0,0,0,0,0,1.187538125,61.71875,1
-1,-1,5,0,0,2,9,9.114319046875,66.40625,1
-1,-1,10,0,0,2,9,18.16992834375,68.046875,1
-1,-1,10,0,0,4,9,24.556227453125,68.125,1
-1,3,-1,0,2,0,9,2.4577148671875,63.20312500000001,1
-1,5,-1,0,2,0,9,4.098236765625,65.546875,1
0,-1,-1,0,0,0,0,0.1634949999999999,57.8125,1
