k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,0,0,0,0,0,1.2339693333333328,16.0,0
-1,-1,3,0,0,2,9,3.807080526666666,16.933333333333334,0
-1,-1,5,0,0,2,9,6.353452793333332,19.4,0
-1,-1,5,0,0,4,9,6.73224146,19.466666666666665,0
-1,-1,10,0,0,2,9,12.716591346666666,22.83333333333333,0
-1,-1,10,0,0,4,9,13.489532980000003,23.1,0
-1,0,-1,0,0,0,0,0.2169112666666668,8.666666666666668,0
-1,1,3,0,2,2,9,3.682347226666667,16.133333333333333,0
-1,1,5,0,2,2,9,6.00499072,18.2,0
-1,1,5,0,2,4,9,6.333571793333332,18.3,0
-1,1,10,0,2,2,9,11.79859518,21.53333333333333,0
-1,1,10,0,2,4,9,12.46508118666667,21.766666666666666,0
-1,3,-1,0,2,0,9,0.5864835466666667,10.7,0
-1,3,-1,0,4,0,9,0.6241565533333333,10.733333333333334,0
-1,5,-1,0,2,0,9,0.9800612333333332,12.9,0
-1,5,-1,0,4,0,9,1.0428510400000002,12.966666666666663,0
0,-1,-1,0,0,0,0,0.1121399999999999,4.333333333333334,0
1,1,10,4,2,2,9,11.767891593333331,19.9,0
3,0,-1,2,0,0,9,0.4773521066666662,8.866666666666667,0
3,3,-1,2,2,0,9,0.8415018400000001,10.766666666666666,0
5,1,10,2,2,2,9,12.222088483333334,21.633333333333336,0
5,1,10,4,2,2,9,12.26112509666667,21.7,0
-1,-1,0,0,0,0,0,1.2339693333333328,16.0,1
-1,-1,3,0,0,2,9,3.807080526666666,16.933333333333334,1
-1,-1,5,0,0,2,9,6.353452793333332,19.4,1
-1,-1,5,0,0,4,9,6.73224146,19.466666666666665,1
-1,-1,10,0,0,2,9,12.716591346666666,22.83333333333333,1
-1,-1,10,0,0,4,9,13.489532980000003,23.1,1
-1,0,-1,0,0,0,0,0.2169112666666668,8.666666666666668,1
-1,3,-1,0,2,0,9,0.5864835466666667,10.7,1
-1,3,-1,0,4,0,9,0.6241565533333333,10.733333333333334,1
-1,5,-1,0,2,0,9,0.9800612333333332,12.9,1
-1,5,-1,0,4,0,9,1.0428510400000002,12.966666666666663,1
0,-1,-1,0,0,0,0,0.1121399999999999,4.333333333333334,1
