k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,0,0,0,0,0,0.2656755102040817,57.14285714285714,0
-1,-1,3,0,0,2,9,0.8865549387755103,64.08163265306122,0
-1,-1,5,0,0,2,9,1.4834975918367346,66.73469387755102,0
-1,-1,10,0,0,2,9,2.97652012244898,72.6530612244898,0
-1,0,-1,0,0,0,0,0.0391085714285714,34.69387755102041,0
-1,1,0,0,4,0,0,0.1292726530612244,40.81632653061224,0
-1,3,-1,0,2,0,9,0.1294187755102041,43.87755102040816,0
-1,3,-1,0,4,0,9,0.1401479183673469,45.102040816326536,0
-1,3,0,0,4,0,9,0.2093028571428571,51.63265306122449,0
-1,10,-1,0,4,0,9,0.4661387755102041,57.75510204081632,0
-1,10,0,0,4,0,9,0.5261625714285715,61.224489795918366,0
0,-1,-1,0,0,0,0,0.0233,26.53061224489796,0
1,3,-1,2,2,0,9,0.0943912653061224,36.53061224489796,0
1,3,-1,2,4,0,9,0.0990227755102041,36.734693877551024,0
-1,-1,0,0,0,0,0,0.2656755102040817,57.14285714285714,1
-1,-1,3,0,0,2,9,0.8865549387755103,64.08163265306122,1
-1,-1,5,0,0,2,9,1.4834975918367346,66.73469387755102,1
-1,-1,10,0,0,2,9,2.97652012244898,72.6530612244898,1
-1,0,-1,0,0,0,0,0.0391085714285714,34.69387755102041,1
-1,3,-1,0,2,0,9,0.1294187755102041,43.87755102040816,1
-1,3,-1,0,4,0,9,0.1401479183673469,45.102040816326536,1
-1,5,-1,0,2,0,9,0.2163098775510204,48.775510204081634,1
-1,5,-1,0,4,0,9,0.233374693877551,51.42857142857142,1
-1,10,-1,0,4,0,9,0.4661387755102041,57.75510204081632,1
0,-1,-1,0,0,0,0,0.0233,26.53061224489796,1
