k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,0,0,0,0,0,0.2656755102040817,57.14285714285714,0
-1,-1,3,0,0,2,9,0.8865549387755103,64.08163265306122,0
-1,-1,10,0,0,2,9,2.97652012244898,72.6530612244898,0
-1,0,-1,0,0,0,0,0.0391085714285714,34.69387755102041,0
-1,3,-1,0,2,0,9,0.1294187755102041,43.87755102040816,0
-1,3,-1,0,4,0,9,0.1401479183673469,45.102040816326536,0
-1,3,0,0,2,0,9,0.2341958367346939,54.28571428571429,0
-1,3,0,0,4,0,9,0.2391082857142857,55.51020408163265,0
-1,5,-1,0,2,0,9,0.2163098775510204,48.775510204081634,0
-1,5,-1,0,4,0,9,0.233374693877551,51.42857142857142,0
-1,5,0,0,4,0,9,0.3248310612244898,58.36734693877551,0
-1,10,0,0,4,0,9,0.5507775510204083,62.04081632653061,0
-1,10,3,0,4,2,9,0.7415634693877551,62.24489795918367,0
-1,10,10,0,4,2,9,1.3938590612244897,67.3469387755102,0
0,-1,-1,0,0,0,0,0.0233,26.53061224489796,0
1,1,0,4,2,0,0,0.1219795918367347,40.81632653061224,0
1,1,0,4,4,0,0,0.1225383673469387,42.85714285714285,0
1,3,-1,4,2,0,9,0.0909561632653061,37.95918367346939,0
1,3,-1,4,4,0,9,0.0956598367346938,38.16326530612245,0
1,3,0,4,2,0,9,0.1706177959183673,45.71428571428572,0
1,3,0,4,4,0,9,0.1755074285714285,45.91836734693878,0
1,5,0,4,4,0,9,0.2137509387755102,46.12244897959184,0
-1,-1,0,0,0,0,0,0.2656755102040817,57.14285714285714,1
-1,-1,3,0,0,2,9,0.8865549387755103,64.08163265306122,1
-1,-1,5,0,0,2,9,1.4834975918367346,66.73469387755102,1
-1,-1,10,0,0,2,9,2.97652012244898,72.6530612244898,1
-1,0,-1,0,0,0,0,0.0391085714285714,34.69387755102041,1
-1,3,-1,0,2,0,9,0.1294187755102041,43.87755102040816,1
-1,3,-1,0,4,0,9,0.1401479183673469,45.102040816326536,1
-1,5,-1,0,2,0,9,0.2163098775510204,48.775510204081634,1
-1,5,-1,0,4,0,9,0.233374693877551,51.42857142857142,1
-1,10,-1,0,4,0,9,0.4661387755102041,57.75510204081632,1
0,-1,-1,0,0,0,0,0.0233,26.53061224489796,1
