k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,0,0,0,0,0,0.2656755102040817,57.14285714285714,0
-1,0,-1,0,0,0,0,0.0391085714285714,34.69387755102041,0
-1,1,0,0,2,0,0,0.2015012244897959,51.02040816326531,0
-1,3,-1,0,2,0,9,0.1294187755102041,43.87755102040816,0
0,-1,-1,0,0,0,0,0.0233,26.53061224489796,0
1,0,-1,2,0,0,0,0.0585571428571428,38.775510204081634,0
1,1,0,2,2,0,0,0.2117171428571428,53.06122448979592,0
1,3,-1,2,2,0,9,0.1321995918367347,46.93877551020408,0
1,3,-1,2,4,0,9,0.1410195102040816,47.75510204081633,0
1,3,-1,4,4,0,9,0.1453111020408163,48.16326530612245,0
1,3,0,2,4,0,9,0.3156105714285714,58.77551020408163,0
1,3,0,4,4,0,9,0.3221336734693877,60.40816326530612,0
1,3,3,4,4,2,9,0.7364370612244897,64.28571428571429,0
1,5,-1,2,2,0,9,0.2012542857142857,50.6122448979592,0
1,5,-1,4,4,0,9,0.2207896326530612,53.265306122448976,0
1,5,0,2,4,0,9,0.3729824081632653,60.81632653061224,0
1,5,0,4,4,0,9,0.3801265714285713,62.04081632653061,0
1,5,3,4,4,2,9,0.7579436734693877,64.48979591836735,0
1,5,5,4,4,2,9,1.1170855510204083,66.73469387755102,0
1,5,10,2,4,2,9,1.9989438775510204,71.63265306122449,0
1,5,10,4,2,2,9,1.9679106122448984,68.57142857142857,0
1,5,10,4,4,2,9,2.023177142857143,72.6530612244898,0
1,10,0,2,4,0,9,0.5525029387755102,62.44897959183674,0
1,10,0,4,4,0,9,0.5622678367346938,63.46938775510205,0
1,10,3,2,4,2,9,0.910419673469388,65.3061224489796,0
1,10,3,4,4,2,9,0.9218609387755105,66.12244897959184,0
1,10,5,2,4,2,9,1.257526163265306,67.55102040816327,0
1,10,5,4,4,2,9,1.2707723265306123,68.36734693877551,0
1,10,10,2,4,2,9,2.122064081632653,72.85714285714285,0
1,10,10,4,4,2,9,2.139868979591837,73.67346938775509,0
-1,-1,0,0,0,0,0,0.2656755102040817,57.14285714285714,1
-1,-1,3,0,0,2,9,0.8865549387755103,64.08163265306122,1
-1,-1,5,0,0,2,9,1.4834975918367346,66.73469387755102,1
-1,-1,10,0,0,2,9,2.97652012244898,72.6530612244898,1
-1,0,-1,0,0,0,0,0.0391085714285714,34.69387755102041,1
-1,3,-1,0,2,0,9,0.1294187755102041,43.87755102040816,1
-1,3,-1,0,4,0,9,0.1401479183673469,45.102040816326536,1
-1,5,-1,0,2,0,9,0.2163098775510204,48.775510204081634,1
-1,5,-1,0,4,0,9,0.233374693877551,51.42857142857142,1
-1,10,-1,0,4,0,9,0.4661387755102041,57.75510204081632,1
0,-1,-1,0,0,0,0,0.0233,26.53061224489796,1
