k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,0,-1,0,0,0,0,0.3151285714285714,36.734693877551024,0
0,-1,-1,0,0,0,0,0.1005061224489795,32.6530612244898,0
3,-1,3,2,0,2,9,1.7534000816326532,40.20408163265306,0
3,-1,3,2,0,4,9,2.1574178367346937,40.40816326530612,0
3,-1,5,2,0,2,9,2.6176754285714288,40.61224489795919,0
3,-1,5,2,0,4,9,3.2898922040816325,40.81632653061224,0
3,0,-1,2,0,0,9,0.6113048367346939,40.0,0
-1,0,-1,0,0,0,0,0.3151285714285714,36.734693877551024,1
0,-1,-1,0,0,0,0,0.1005061224489795,32.6530612244898,1
5,-1,-1,4,0,0,9,1.050928,37.95918367346939,1
10,-1,-1,2,0,0,9,1.5852048979591835,39.38775510204081,1
10,-1,-1,4,0,0,9,2.1103214693877552,39.795918367346935,1
