k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,0,-1,0,0,0,0,0.3151285714285714,36.734693877551024,0
0,-1,-1,0,0,0,0,0.1005061224489795,32.6530612244898,0
1,-1,5,2,0,2,9,4.087274285714286,42.6530612244898,0
1,-1,5,2,0,4,9,5.416847142857142,43.26530612244898,0
1,0,-1,2,0,0,0,0.3828538775510204,38.775510204081634,0
1,1,3,2,2,2,9,2.095757346938776,40.81632653061224,0
1,1,3,2,4,2,9,2.482989918367347,41.83673469387755,0
1,1,5,2,4,2,9,3.706630285714286,42.44897959183674,0
1,1,5,2,4,4,9,4.784089469387754,43.06122448979591,0
3,0,-1,2,0,0,9,0.7120098775510205,39.59183673469388,0
3,0,-1,4,0,0,9,0.8789686938775508,40.0,0
3,1,3,2,2,2,9,2.476017571428572,41.0204081632653,0
5,0,-1,4,0,0,9,1.2878293061224486,40.61224489795919,0
5,1,3,4,4,2,9,3.3662118979591837,42.24489795918367,0
-1,0,-1,0,0,0,0,0.3151285714285714,36.734693877551024,1
0,-1,-1,0,0,0,0,0.1005061224489795,32.6530612244898,1
5,-1,-1,4,0,0,9,1.050928,37.95918367346939,1
10,-1,-1,2,0,0,9,1.5852048979591835,39.38775510204081,1
10,-1,-1,4,0,0,9,2.1103214693877552,39.795918367346935,1
