k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,0,-1,0,0,0,0,0.3151285714285714,36.734693877551024,0
0,-1,-1,0,0,0,0,0.1005061224489795,32.6530612244898,0
1,0,-1,2,0,0,0,0.2843369387755102,34.69387755102041,0
1,0,-1,4,0,0,0,0.3890773469387755,38.775510204081634,0
3,0,-1,2,0,0,9,0.6643427551020409,40.40816326530612,0
5,-1,5,4,0,4,9,5.084511265306122,42.24489795918367,0
5,0,-1,4,0,0,9,1.235021714285714,41.22448979591836,0
5,1,3,4,2,2,9,2.4145154285714283,41.42857142857142,0
5,1,3,4,4,2,9,2.721128346938776,41.83673469387755,0
5,1,5,4,4,4,9,4.273046387755103,42.04081632653061,0
-1,0,-1,0,0,0,0,0.3151285714285714,36.734693877551024,1
0,-1,-1,0,0,0,0,0.1005061224489795,32.6530612244898,1
5,-1,-1,4,0,0,9,1.050928,37.95918367346939,1
10,-1,-1,2,0,0,9,1.5852048979591835,39.38775510204081,1
10,-1,-1,4,0,0,9,2.1103214693877552,39.795918367346935,1
