k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,0,-1,0,0,0,0,0.3151285714285714,36.734693877551024,0
0,-1,-1,0,0,0,0,0.1005061224489795,32.6530612244898,0
1,0,-1,2,0,0,0,0.2685281632653061,34.69387755102041,0
1,0,-1,4,0,0,0,0.3732685714285715,38.775510204081634,0
3,0,-1,2,0,0,9,0.6857212448979592,40.20408163265306,0
3,0,-1,4,0,0,9,0.8662902653061224,40.81632653061224,0
3,1,3,2,4,2,9,2.3011291020408167,41.42857142857142,0
5,0,-1,4,0,0,9,1.2737793877551016,41.22448979591836,0
5,1,3,4,2,2,9,2.609821122448979,41.83673469387755,0
5,1,3,4,4,2,9,2.9608167551020403,42.24489795918367,0
5,1,5,4,4,4,9,4.723445775510204,42.44897959183674,0
