k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,0,-1,0,0,0,0,0.3151285714285714,36.734693877551024,0
0,-1,-1,0,0,0,0,0.1005061224489795,32.6530612244898,0
5,-1,-1,4,0,0,9,1.050928,37.95918367346939,0
5,-1,0,4,0,0,9,1.050928,37.95918367346939,0
5,-1,3,4,0,2,9,1.5496915102040814,38.775510204081634,0
5,0,-1,2,0,0,9,0.8472305510204081,37.142857142857146,0
5,0,-1,4,0,0,9,1.10635293877551,38.57142857142858,0
10,-1,-1,2,0,0,9,1.5852048979591835,39.38775510204081,0
10,-1,-1,4,0,0,9,2.1103214693877552,39.795918367346935,0
10,-1,0,2,0,0,9,1.5852048979591835,39.38775510204081,0
10,-1,0,4,0,0,9,2.1103214693877552,39.795918367346935,0
-1,0,-1,0,0,0,0,0.3151285714285714,36.734693877551024,1
0,-1,-1,0,0,0,0,0.1005061224489795,32.6530612244898,1
5,-1,-1,4,0,0,9,1.050928,37.95918367346939,1
10,-1,-1,2,0,0,9,1.5852048979591835,39.38775510204081,1
10,-1,-1,4,0,0,9,2.1103214693877552,39.795918367346935,1
