k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,1,5,0,4,4,9,8.844764703125,68.90625,0
0,-1,-1,0,0,0,0,0.169824375,57.03125,0
1,-1,0,4,0,0,0,1.2440309374999994,65.625,0
1,0,-1,2,0,0,0,0.47554921875,60.9375,0
1,0,-1,4,0,0,0,0.7468692187499998,63.28125,0
1,1,0,2,2,0,0,0.940900390625,64.0625,0
1,1,0,2,4,0,0,1.1559973437499995,64.84375,0
1,1,0,4,2,0,0,1.4451588281249992,66.40625,0
1,1,0,4,4,0,0,1.8282426562499992,67.1875,0
3,1,0,4,4,0,9,2.7842745390625003,67.421875,0
3,1,5,2,4,4,9,8.668407867187499,68.4375,0
5,1,0,4,4,0,9,3.491215109375002,68.046875,0
5,1,5,4,4,2,9,7.910169609375001,68.203125,0
-1,-1,0,0,0,0,0,1.310060468749999,64.0625,1
-1,-1,3,0,0,2,9,5.796046140625,66.40625,1
-1,-1,3,0,0,4,9,7.882532234375001,66.5625,1
-1,-1,5,0,0,2,9,9.59999978125,67.421875,1
-1,-1,5,0,0,4,9,13.067346046875,68.203125,1
-1,0,-1,0,0,0,0,0.562897265625,58.59375,1
0,-1,-1,0,0,0,0,0.169824375,57.03125,1
3,-1,-1,4,0,0,9,1.047325125,59.06249999999999,1
5,-1,-1,2,0,0,9,1.299740125,59.45312499999999,1
