k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,0,-1,0,0,0,0,0.562897265625,58.59375,0
-1,1,3,0,2,2,9,4.4286310625,66.71875,0
-1,1,5,0,2,2,9,6.781952609375,67.34375,0
-1,1,5,0,2,4,9,8.9329094375,68.125,0
0,-1,-1,0,0,0,0,0.169824375,57.03125,0
1,-1,0,2,0,0,0,1.1779618750000005,64.84375,0
1,0,-1,2,0,0,0,0.6661207031249998,61.71875,0
1,1,0,2,2,0,0,1.5776325781249994,65.625,0
3,1,0,2,2,0,9,2.3260657734375,66.015625,0
3,1,0,4,2,0,9,2.649963359375,66.09375,0
3,1,3,2,2,2,9,4.9501355546875,67.109375,0
3,1,3,2,2,4,9,6.205164648437501,67.1875,0
3,1,5,2,2,2,9,7.2242368046875,67.734375,0
3,1,5,2,2,4,9,9.3066388203125,68.4375,0
5,3,5,4,2,4,9,14.6360508515625,68.515625,0
-1,-1,0,0,0,0,0,1.310060468749999,64.0625,1
-1,-1,3,0,0,2,9,5.796046140625,66.40625,1
-1,-1,3,0,0,4,9,7.882532234375001,66.5625,1
-1,-1,5,0,0,2,9,9.59999978125,67.421875,1
-1,-1,5,0,0,4,9,13.067346046875,68.203125,1
-1,0,-1,0,0,0,0,0.562897265625,58.59375,1
0,-1,-1,0,0,0,0,0.169824375,57.03125,1
3,-1,-1,4,0,0,9,1.047325125,59.06249999999999,1
5,-1,-1,2,0,0,9,1.299740125,59.45312499999999,1
