k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,3,0,0,2,9,5.796046140625,66.40625,0
-1,-1,5,0,0,2,9,9.59999978125,67.421875,0
-1,-1,5,0,0,4,9,13.067346046875,68.203125,0
0,-1,-1,0,0,0,0,0.169824375,57.03125,0
1,-1,0,4,0,0,0,0.7678256249999998,63.28125,0
1,0,-1,4,0,0,0,0.53846296875,60.9375,0
1,1,0,4,4,0,0,0.93026015625,64.0625,0
1,3,0,4,2,0,9,1.4462553124999995,64.140625,0
3,-1,0,4,0,0,9,1.5934556249999998,64.6875,0
3,-1,5,4,0,2,9,5.081609953125,66.328125,0
3,-1,5,4,0,4,9,6.567898843749999,66.5625,0
3,-1,10,4,0,2,9,9.084835953124998,66.71875,0
3,1,0,2,4,0,9,1.5762900859374995,64.609375,0
3,1,0,4,4,0,9,1.8429156171874996,65.078125,0
5,1,0,2,4,0,9,2.1294054765625,65.46875,0
10,1,0,2,4,0,9,3.414195039062501,65.78125,0
-1,-1,0,0,0,0,0,1.310060468749999,64.0625,1
-1,-1,3,0,0,2,9,5.796046140625,66.40625,1
-1,-1,3,0,0,4,9,7.882532234375001,66.5625,1
-1,-1,5,0,0,2,9,9.59999978125,67.421875,1
-1,-1,5,0,0,4,9,13.067346046875,68.203125,1
-1,0,-1,0,0,0,0,0.562897265625,58.59375,1
0,-1,-1,0,0,0,0,0.169824375,57.03125,1
3,-1,-1,4,0,0,9,1.047325125,59.06249999999999,1
5,-1,-1,2,0,0,9,1.299740125,59.45312499999999,1
