k1,k2,k3,t1,t2,t3,loop,cost,accuracy
-1,-1,0,0,0,0,0,0.7571986400000003,72.5609756097561
-1,-1,3,0,0,2,9,2.658831648000001,77.07317073170732
-1,-1,3,0,0,4,9,3.1502062240000006,78.17073170731707
-1,-1,5,0,0,2,9,4.4217255280000005,78.65853658536585
-1,-1,5,0,0,4,9,5.242528368,80.42682926829269
-1,-1,10,0,0,2,9,8.851700880000001,80.54878048780488
-1,-1,10,0,0,4,9,10.472714384000001,82.2560975609756
-1,0,-1,0,0,0,0,0.24607659999999995,64.63414634146342
-1,1,0,0,2,0,0,0.29478785000000013,64.63414634146342
-1,1,0,0,4,0,0,0.38355869999999975,64.63414634146342
-1,1,3,0,2,2,9,0.29478785000000013,64.63414634146342
-1,1,3,0,2,4,9,0.29478785000000013,64.63414634146342
-1,1,3,0,4,2,9,0.38355869999999975,64.63414634146342
-1,1,3,0,4,4,9,0.38355869999999975,64.63414634146342
-1,1,5,0,2,2,9,0.29478785000000013,64.63414634146342
-1,1,5,0,2,4,9,0.29478785000000013,64.63414634146342
-1,1,5,0,4,2,9,0.38355869999999975,64.63414634146342
-1,1,5,0,4,4,9,0.38355869999999975,64.63414634146342
-1,1,10,0,2,2,9,0.29478785000000013,64.63414634146342
-1,1,10,0,2,4,9,0.29478785000000013,64.63414634146342
-1,1,10,0,4,2,9,0.38355869999999975,64.63414634146342
-1,1,10,0,4,4,9,0.38355869999999975,64.63414634146342
-1,3,-1,0,2,0,9,0.8138542650000001,69.6341463414634
-1,3,-1,0,4,0,9,0.9707038249999999,72.07317073170731
-1,3,0,0,2,0,9,0.8138542650000001,69.6341463414634
-1,3,0,0,4,0,9,0.9707038249999999,72.07317073170731
-1,3,3,0,2,2,9,0.8138542650000001,69.6341463414634
-1,3,3,0,2,4,9,0.8138542650000001,69.6341463414634
-1,3,3,0,4,2,9,0.9707038249999999,72.07317073170731
-1,3,3,0,4,4,9,0.9707038249999999,72.07317073170731
-1,3,5,0,2,2,9,0.8138542650000001,69.6341463414634
-1,3,5,0,2,4,9,0.8138542650000001,69.6341463414634
-1,3,5,0,4,2,9,0.9707038249999999,72.07317073170731
-1,3,5,0,4,4,9,0.9707038249999999,72.07317073170731
-1,3,10,0,2,2,9,0.8138542650000001,69.6341463414634
-1,3,10,0,2,4,9,0.8138542650000001,69.6341463414634
-1,3,10,0,4,2,9,0.9707038249999999,72.07317073170731
-1,3,10,0,4,4,9,0.9707038249999999,72.07317073170731
-1,5,-1,0,2,0,9,1.3585158649999998,72.1951219512195
-1,5,-1,0,4,0,9,1.6223000849999996,75.42682926829268
-1,5,0,0,2,0,9,1.3585158649999998,72.1951219512195
-1,5,0,0,4,0,9,1.6223000849999996,75.42682926829268
-1,5,3,0,2,2,9,1.3585158649999998,72.1951219512195
-1,5,3,0,2,4,9,1.3585158649999998,72.1951219512195
-1,5,3,0,4,2,9,1.6223000849999996,75.42682926829268
-1,5,3,0,4,4,9,1.6223000849999996,75.42682926829268
-1,5,5,0,2,2,9,1.3585158649999998,72.1951219512195
-1,5,5,0,2,4,9,1.3585158649999998,72.1951219512195
-1,5,5,0,4,2,9,1.6223000849999996,75.42682926829268
-1,5,5,0,4,4,9,1.6223000849999996,75.42682926829268
-1,5,10,0,2,2,9,1.3585158649999998,72.1951219512195
-1,5,10,0,2,4,9,1.3585158649999998,72.1951219512195
-1,5,10,0,4,2,9,1.6223000849999996,75.42682926829268
-1,5,10,0,4,4,9,1.6223000849999996,75.42682926829268
-1,10,-1,0,2,0,9,2.7099993549999994,75.3048780487805
-1,10,-1,0,4,0,9,3.2380326299999997,78.78048780487805
-1,10,0,0,2,0,9,2.7099993549999994,75.3048780487805
-1,10,0,0,4,0,9,3.2380326299999997,78.78048780487805
-1,10,3,0,2,2,9,2.7099993549999994,75.3048780487805
-1,10,3,0,2,4,9,2.7099993549999994,75.3048780487805
-1,10,3,0,4,2,9,3.2380326299999997,78.78048780487805
-1,10,3,0,4,4,9,3.2380326299999997,78.78048780487805
-1,10,5,0,2,2,9,2.7099993549999994,75.3048780487805
-1,10,5,0,2,4,9,2.7099993549999994,75.3048780487805
-1,10,5,0,4,2,9,3.2380326299999997,78.78048780487805
-1,10,5,0,4,4,9,3.2380326299999997,78.78048780487805
-1,10,10,0,2,2,9,2.7099993549999994,75.3048780487805
-1,10,10,0,2,4,9,2.7099993549999994,75.3048780487805
