k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,10,0,0,4,9,67.8787227755102,82.85714285714285,0
-1,0,-1,0,0,0,0,1.6304714285714283,69.38775510204081,0
-1,1,0,0,2,0,0,2.101401836734694,71.42857142857143,0
-1,1,0,0,4,0,0,3.077062857142857,73.46938775510205,0
-1,1,5,0,4,4,9,8.224384,75.51020408163265,0
-1,5,0,0,4,0,9,11.232647244897958,77.75510204081633,0
-1,5,3,0,4,2,9,13.51761932653061,78.57142857142857,0
-1,5,5,0,4,2,9,15.591062755102042,78.9795918367347,0
-1,5,5,0,4,4,9,17.203819,79.18367346938776,0
-1,5,10,0,4,2,9,20.83632071428572,80.20408163265307,0
-1,5,10,0,4,4,9,23.783801693877557,80.40816326530611,0
-1,10,10,0,4,2,9,29.63663532653061,81.63265306122449,0
0,-1,-1,0,0,0,0,0.4928579591836732,59.18367346938776,0
1,0,-1,2,0,0,0,0.7418153061224491,63.26530612244898,0
1,1,0,2,2,0,0,0.961674285714286,65.3061224489796,0
1,3,0,2,2,0,9,1.413306448979592,65.51020408163265,0
3,-1,-1,2,0,0,9,1.619644918367347,67.75510204081631,0
3,-1,-1,4,0,0,9,1.892155142857143,70.0,0
3,-1,0,2,0,0,9,1.619644918367347,67.75510204081631,0
3,-1,0,4,0,0,9,1.892155142857143,70.0,0
3,1,0,4,2,0,9,2.4805785510204084,71.83673469387755,0
3,1,0,4,4,0,9,3.0241396122448982,73.26530612244898,0
3,1,3,4,4,2,9,4.541974387755102,75.10204081632654,0
3,1,5,4,4,2,9,6.014702877551022,75.3061224489796,0
3,1,10,4,4,2,9,9.618372918367347,76.73469387755102,0
-1,-1,10,0,0,4,9,67.8787227755102,82.85714285714285,1
-1,0,-1,0,0,0,0,1.6304714285714283,69.38775510204081,1
-1,5,-1,0,4,0,9,10.406937857142855,76.73469387755102,1
-1,10,-1,0,4,0,9,20.726326428571426,79.18367346938776,1
0,-1,-1,0,0,0,0,0.4928579591836732,59.18367346938776,1
3,-1,-1,2,0,0,9,1.619644918367347,67.75510204081631,1
3,-1,-1,4,0,0,9,1.892155142857143,70.0,1
5,-1,-1,4,0,0,9,3.139537163265305,71.83673469387755,1
10,-1,-1,2,0,0,9,5.369972795918367,72.44897959183673,1
10,-1,-1,4,0,0,9,6.273777000000001,74.48979591836735,1
