k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,0,-1,0,0,0,0,1.6304714285714283,69.38775510204081,0
-1,1,0,0,2,0,0,2.101401836734694,71.42857142857143,0
-1,1,0,0,4,0,0,3.077062857142857,73.46938775510205,0
-1,1,3,0,4,2,9,5.07871624489796,75.10204081632652,0
-1,5,-1,0,4,0,9,10.406937857142855,76.73469387755102,0
-1,5,3,0,4,2,9,16.071783408163267,80.0,0
-1,5,5,0,4,2,9,19.84059532653061,80.81632653061223,0
-1,5,5,0,4,4,9,22.32218455102041,81.22448979591837,0
-1,5,10,0,4,2,9,29.37822030612245,82.85714285714286,0
-1,5,10,0,4,4,9,34.02718308163266,83.46938775510203,0
0,-1,-1,0,0,0,0,0.4928579591836732,59.18367346938776,0
1,0,-1,2,0,0,0,1.1406795918367345,65.3061224489796,0
1,1,0,2,2,0,0,1.4388457142857145,67.3469387755102,0
3,-1,-1,2,0,0,9,1.619644918367347,67.75510204081631,0
3,-1,-1,4,0,0,9,1.892155142857143,70.0,0
3,-1,0,2,0,0,9,1.619644918367347,67.75510204081631,0
3,-1,0,4,0,0,9,1.892155142857143,70.0,0
3,-1,3,4,0,4,9,10.951785673469388,76.93877551020408,0
3,1,0,4,2,0,9,2.8670583061224493,71.83673469387755,0
3,1,0,4,4,0,9,3.6090700816326526,73.67346938775509,0
3,1,3,4,4,2,9,5.485235469387755,75.51020408163265,0
3,5,-1,4,4,0,9,6.6330215714285705,75.71428571428571,0
3,5,0,4,4,0,9,7.823381408163267,76.32653061224491,0
3,5,3,4,4,2,9,10.991437081632654,77.55102040816327,0
3,10,-1,4,4,0,9,11.292948,78.16326530612245,0
10,-1,3,4,0,4,9,13.838084591836736,78.36734693877551,0
-1,-1,10,0,0,4,9,67.8787227755102,82.85714285714285,1
-1,0,-1,0,0,0,0,1.6304714285714283,69.38775510204081,1
-1,5,-1,0,4,0,9,10.406937857142855,76.73469387755102,1
-1,10,-1,0,4,0,9,20.726326428571426,79.18367346938776,1
0,-1,-1,0,0,0,0,0.4928579591836732,59.18367346938776,1
3,-1,-1,2,0,0,9,1.619644918367347,67.75510204081631,1
3,-1,-1,4,0,0,9,1.892155142857143,70.0,1
5,-1,-1,4,0,0,9,3.139537163265305,71.83673469387755,1
10,-1,-1,2,0,0,9,5.369972795918367,72.44897959183673,1
10,-1,-1,4,0,0,9,6.273777000000001,74.48979591836735,1
