k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,10,0,0,4,9,67.8787227755102,82.85714285714285,0
-1,0,-1,0,0,0,0,1.6304714285714283,69.38775510204081,0
-1,3,0,0,4,0,9,6.65474906122449,75.10204081632652,0
-1,3,5,0,4,4,9,9.688022857142856,75.3061224489796,0
-1,5,-1,0,4,0,9,10.406937857142855,76.73469387755102,0
-1,5,0,0,4,0,9,10.728506020408163,77.55102040816327,0
-1,5,5,0,4,2,9,12.402354020408165,77.75510204081633,0
-1,5,5,0,4,4,9,13.064491163265307,77.9591836734694,0
-1,5,10,0,4,2,9,14.461877285714284,78.36734693877551,0
-1,5,10,0,4,4,9,15.642984551020408,78.57142857142857,0
-1,10,-1,0,4,0,9,20.726326428571426,79.18367346938776,0
-1,10,0,0,4,0,9,20.92707418367347,79.38775510204081,0
-1,10,10,0,4,2,9,23.317624714285717,80.20408163265307,0
0,-1,-1,0,0,0,0,0.4928579591836732,59.18367346938776,0
1,0,-1,2,0,0,0,0.7418153061224491,63.26530612244898,0
1,3,-1,2,2,0,9,1.155391020408163,64.08163265306122,0
1,3,-1,2,4,0,9,1.3184924489795915,64.28571428571429,0
1,3,0,2,2,0,9,1.3496950204081632,65.3061224489796,0
3,-1,-1,2,0,0,9,1.619644918367347,67.75510204081631,0
3,-1,-1,4,0,0,9,1.892155142857143,70.0,0
3,-1,0,2,0,0,9,1.619644918367347,67.75510204081631,0
3,-1,0,4,0,0,9,1.892155142857143,70.0,0
3,-1,3,4,0,2,9,3.991290979591837,72.44897959183673,0
3,3,-1,4,2,0,9,2.5729930000000003,71.0204081632653,0
3,3,0,4,2,0,9,2.7214472040816333,71.63265306122449,0
3,10,-1,4,4,0,9,4.628223,72.6530612244898,0
3,10,10,4,2,2,9,5.718926346938775,73.26530612244898,0
5,-1,-1,4,0,0,9,3.139537163265305,71.83673469387755,0
5,-1,0,4,0,0,9,3.139537163265305,71.83673469387755,0
10,-1,-1,4,0,0,9,6.273777000000001,74.48979591836735,0
10,-1,0,4,0,0,9,6.273777000000001,74.48979591836735,0
-1,-1,10,0,0,4,9,67.8787227755102,82.85714285714285,1
-1,0,-1,0,0,0,0,1.6304714285714283,69.38775510204081,1
-1,5,-1,0,4,0,9,10.406937857142855,76.73469387755102,1
-1,10,-1,0,4,0,9,20.726326428571426,79.18367346938776,1
0,-1,-1,0,0,0,0,0.4928579591836732,59.18367346938776,1
3,-1,-1,2,0,0,9,1.619644918367347,67.75510204081631,1
3,-1,-1,4,0,0,9,1.892155142857143,70.0,1
5,-1,-1,4,0,0,9,3.139537163265305,71.83673469387755,1
10,-1,-1,2,0,0,9,5.369972795918367,72.44897959183673,1
10,-1,-1,4,0,0,9,6.273777000000001,74.48979591836735,1
