k1,k2,k3,t1,t2,t3,loop,cost,accuracy,Singular
-1,-1,10,0,0,4,9,67.8787227755102,82.85714285714285,0
-1,0,-1,0,0,0,0,1.6304714285714283,69.38775510204081,0
-1,5,-1,0,4,0,9,10.406937857142855,76.73469387755102,0
-1,5,0,0,4,0,9,10.406937857142855,76.73469387755102,0
-1,5,3,0,4,2,9,10.406937857142855,76.73469387755102,0
-1,5,3,0,4,4,9,10.406937857142855,76.73469387755102,0
-1,5,5,0,4,2,9,10.406937857142855,76.73469387755102,0
-1,5,5,0,4,4,9,10.406937857142855,76.73469387755102,0
-1,5,10,0,4,2,9,10.406937857142855,76.73469387755102,0
-1,5,10,0,4,4,9,10.406937857142855,76.73469387755102,0
-1,10,-1,0,4,0,9,20.726326428571426,79.18367346938776,0
-1,10,0,0,4,0,9,20.726326428571426,79.18367346938776,0
-1,10,3,0,4,2,9,20.726326428571426,79.18367346938776,0
-1,10,3,0,4,4,9,20.726326428571426,79.18367346938776,0
-1,10,5,0,4,2,9,20.726326428571426,79.18367346938776,0
-1,10,5,0,4,4,9,20.726326428571426,79.18367346938776,0
-1,10,10,0,4,2,9,20.726326428571426,79.18367346938776,0
-1,10,10,0,4,4,9,20.726326428571426,79.18367346938776,0
0,-1,-1,0,0,0,0,0.4928579591836732,59.18367346938776,0
3,-1,-1,2,0,0,9,1.619644918367347,67.75510204081631,0
3,-1,-1,4,0,0,9,1.892155142857143,70.0,0
3,-1,0,2,0,0,9,1.619644918367347,67.75510204081631,0
3,-1,0,4,0,0,9,1.892155142857143,70.0,0
3,-1,3,2,0,2,9,1.619644918367347,67.75510204081631,0
3,-1,3,2,0,4,9,1.619644918367347,67.75510204081631,0
3,-1,3,4,0,2,9,1.892155142857143,70.0,0
3,-1,3,4,0,4,9,1.892155142857143,70.0,0
3,-1,5,2,0,2,9,1.619644918367347,67.75510204081631,0
3,-1,5,2,0,4,9,1.619644918367347,67.75510204081631,0
3,-1,5,4,0,2,9,1.892155142857143,70.0,0
3,-1,5,4,0,4,9,1.892155142857143,70.0,0
3,-1,10,2,0,2,9,1.619644918367347,67.75510204081631,0
3,-1,10,2,0,4,9,1.619644918367347,67.75510204081631,0
3,-1,10,4,0,2,9,1.892155142857143,70.0,0
3,-1,10,4,0,4,9,1.892155142857143,70.0,0
3,0,-1,2,0,0,9,1.619644918367347,67.75510204081631,0
3,0,-1,4,0,0,9,1.892155142857143,70.0,0
3,1,0,2,2,0,9,1.619644918367347,67.75510204081631,0
3,1,0,2,4,0,9,1.619644918367347,67.75510204081631,0
3,1,0,4,2,0,9,1.892155142857143,70.0,0
3,1,0,4,4,0,9,1.892155142857143,70.0,0
3,1,3,2,2,2,9,1.619644918367347,67.75510204081631,0
3,1,3,2,2,4,9,1.619644918367347,67.75510204081631,0
3,1,3,2,4,2,9,1.619644918367347,67.75510204081631,0
3,1,3,2,4,4,9,1.619644918367347,67.75510204081631,0
